code,report,rtn1y,rtn2y
600085,600085_同仁堂_同仁堂2020年年度报告.pdf,0.8154993991911592,-0.0001148066926132119
600085,600085_同仁堂_同仁堂2021年年度报告.pdf,-0.0001148066926132119,0.1964979200826049
600089,600089_特变电工_特变电工股份有限公司2020年年度报告.pdf,1.220472331552428,-0.02510794002899397
600089,600089_特变电工_特变电工股份有限公司2021年年度报告.pdf,-0.02510794002899397,-0.05109269437719866
600104,600104_上汽集团_上汽集团2020年年度报告.pdf,-0.08986256370718337,-0.1714934125165611
600104,600104_上汽集团_上汽集团2021年年度报告.pdf,-0.1714934125165611,-0.0203705192465844
600115,600115_中国东航_东方航空2020年度报告.pdf,0.09696455841282181,0.06821395280804587
600115,600115_中国东航_中国东方航空股份有限公司2021年度报告.pdf,0.06821395280804587,-0.2849341878983228
600132,600132_重庆啤酒_重庆啤酒股份有限公司2020年年度报告.pdf,0.2592454877907113,-0.1399709904941512
600132,600132_重庆啤酒_重庆啤酒股份有限公司2021年年度报告.pdf,-0.1399709904941512,-0.4319735098315307
600150,600150_中国船舶_中国船舶2020年年度报告.pdf,0.3576231819156972,-0.09168246108187972
600150,600150_中国船舶_中国船舶2021年年度报告.pdf,-0.09168246108187972,0.2916100967460395
600161,600161_天坛生物_天坛生物2020年年度报告.pdf,-0.2975510721970626,-0.01271735808406116
600161,600161_天坛生物_天坛生物2021年年度报告.pdf,-0.01271735808406116,0.2956058869854985
600176,600176_中国巨石_中国巨石2020年年度报告.pdf,0.05057666884270784,-0.2069571761304932
600176,600176_中国巨石_中国巨石2021年年度报告.pdf,-0.2069571761304932,-0.2186780747786679
600183,600183_生益科技_生益科技2020年年度报告.pdf,-0.1352263908486273,-0.3172993936713886
600183,600183_生益科技_生益科技2021年年度报告.pdf,-0.3172993936713886,0.236934785178802
600188,600188_兖矿能源_兖矿能源集团股份有限公司2021年年度报告.pdf,0.3935117378458548,0.01002856809364938
600196,600196_复星医药_复星医药2020年年度报告.pdf,-0.08145503348994887,-0.2527433362229202
600196,600196_复星医药_复星医药2021年年度报告.pdf,-0.2527433362229202,-0.2518268064682013
600219,600219_南山铝业_山东南山铝业股份有限公司2020年年度报告.pdf,0.4783453582682311,-0.2777445714217187
600219,600219_南山铝业_山东南山铝业股份有限公司2021年年度报告.pdf,-0.2777445714217187,-0.08078427645100883
600233,600233_圆通速递_圆通速递股份有限公司2020年年度报告.pdf,0.4118528381131188,0.1947144035639037
600233,600233_圆通速递_圆通速递股份有限公司2021年年度报告.pdf,0.1947144035639037,-0.3459782385610789
600276,600276_恒瑞医药_恒瑞医药2020年年度报告.pdf,-0.4494505713131755,-0.233674387992971
600276,600276_恒瑞医药_恒瑞医药2021年年度报告.pdf,-0.233674387992971,0.1739169538745498
600309,600309_万华化学_万华化学2020年度报告.pdf,0.1129584806449624,-0.05290912042470886
600309,600309_万华化学_万华化学2021年度报告.pdf,-0.05290912042470886,-0.1355341191474899
600346,600346_恒力石化_恒力石化2020年年度报告.pdf,-0.1460962076222695,-0.2604899630651579
600346,600346_恒力石化_恒力石化2021年年度报告.pdf,-0.2604899630651579,-0.1292233496272432
600362,600362_江西铜业_江西铜业股份有限公司2020年年度报告.pdf,0.1024188463331848,-0.1648448183818827
600362,600362_江西铜业_江西铜业股份有限公司2021年度报告.pdf,-0.1648448183818827,0.04204453518515328
600372,600372_中航机载_中航电子2020年年度报告.pdf,0.1402737279646515,-0.2724079272570522
600372,600372_中航机载_中航电子2021年年度报告.pdf,-0.2724079272570522,-0.158973523401181
600406,600406_国电南瑞_国电南瑞2020年年度报告.pdf,0.7614672804941296,-0.2449534091163691
600406,600406_国电南瑞_国电南瑞2021年年度报告.pdf,-0.2449534091163691,0.1045628959527245
600415,600415_小商品城_2020年年度报告.pdf,-0.09880441277522045,0.0838453562744983
600415,600415_小商品城_2021年年度报告.pdf,0.0838453562744983,0.3584517594870318
600426,600426_华鲁恒升_华鲁恒升2020年年度报告.pdf,0.0956052453130316,0.08160249784247053
600426,600426_华鲁恒升_华鲁恒升2021年年度报告.pdf,0.08160249784247053,-0.1353559970027018
600436,600436_片仔癀_漳州片仔癀药业股份有限公司2020年年度报告.pdf,0.6303681313216958,-0.334500603868252
600436,600436_片仔癀_漳州片仔癀药业股份有限公司2021年年度报告.pdf,-0.334500603868252,-0.1541551687317987
600438,600438_通威股份_通威股份有限公司2020年年度报告.pdf,0.1713328073770028,-0.1183826997774805
600438,600438_通威股份_通威股份有限公司2021年年度报告.pdf,-0.1183826997774805,-0.2623750671867046
600460,600460_士兰微_杭州士兰微电子股份有限公司2020年年度报告.pdf,1.15505615290013,-0.3909290614837493
600460,600460_士兰微_杭州士兰微电子股份有限公司2021年年度报告.pdf,-0.3909290614837493,-0.2968978757865036
